Pear:6,42,53,-1,-11,13,0
Pear:6,42,64,-1,0,9,0
Pear:6,37,53,-1,-11,12,13
Pear:6,37,53,0,-8,12,13
Pear:6,36,53,-1,-11,12,13
Pear:6,41,53,0,0,9,0
Pear:6,39,53,0,-8,9,9
Pear:6,39,53,0,-10,9,9
Pear:6,40,53,0,-10,9,0
Pear:6,42,53,0,0,9,0
Pear:6,43,53,0,0,8,0
Pear:6,43,53,0,0,7,0
Pear:6,42,53,-1,0,9,0
Pear:6,44,53,0,0,9,0
Pear:6,45,53,0,0,8,0
Pear:6,46,53,0,0,8,-1
Pear:6,42,53,0,0,8,0
Pear:6,40,53,0,0,8,0
Pear:6,39,53,0,0,8,0
Pear:6,39,53,0,0,8,0
Pear:6,40,53,0,0,7,0
Pear:6,38,53,0,0,8,0
Pear:6,37,53,0,0,8,0
Pear:6,39,15,0,0,7,0
Pear:6,39,53,1,0,7,0
Pear:6,40,53,1,0,7,0
Pear:6,40,53,1,0,6,0
Pear:6,41,53,2,0,6,0
Pear:6,40,53,1,0,7,9
Pear:8,34,53,1,-7,11,9
Pear:6,44,53,4,0,9,0
Pear:8,33,53,0,-7,11,9
Pear:6,35,53,4,-7,13,9
Pear:8,34,53,2,-4,10,7
Pear:6,40,53,5,-4,10,7
Pear:6,34,53,0,-4,9,9
Pear:6,34,53,0,-7,10,9
Pear:8,34,53,0,-7,10,9
Pear:6,33,53,1,-7,11,7
Pear:8,35,53,1,-7,11,9
Pear:0,41,53,5,0,12,67
Pear:5,37,53,1,-4,9,7
Pear:0,42,53,5,0,10,0
Pear:5,36,53,0,-8,10,9
Pear:0,42,53,5,0,11,67
Pear:5,38,53,1,-7,9,9
Pear:0,42,53,5,0,11,0
Pear:5,37,53,0,-7,10,9
Pear:0,42,53,5,0,10,0
Pear:5,37,53,0,-7,10,9
Pear:5,37,53,0,-7,11,9
Pear:5,37,53,0,-10,10,11
Pear:5,36,53,0,-7,9,9
Pear:0,44,53,5,0,10,0
Pear:5,35,53,1,-7,10,9
Pear:5,34,53,1,-4,9,7
Pear:8,36,53,2,-4,9,0
Pear:6,35,53,3,-4,11,7
Pear:6,34,53,1,-4,9,7
Pear:6,33,53,0,-4,9,7
Pear:6,34,53,0,-4,10,7
Pear:6,39,53,0,0,8,0
Pear:6,39,53,1,-4,7,7
Pear:6,38,53,1,-4,8,7
Pear:6,41,53,1,0,6,-1
Pear:6,38,53,0,0,8,0
Pear:6,39,53,0,0,8,9
Pear:6,40,15,0,0,8,0
Pear:6,40,53,0,0,9,0
Pear:6,40,53,0,0,8,0
Pear:6,41,53,0,0,8,0
Pear:6,40,53,0,0,8,0
Pear:6,40,53,0,0,9,0
Pear:6,40,53,0,0,8,0
Pear:6,41,53,0,0,8,0
Pear:6,41,53,0,0,7,0
Pear:6,39,53,1,0,10,0
Pear:6,38,53,1,-4,10,7
Pear:6,37,53,0,0,8,0
Pear:6,36,53,0,0,7,0
Pear:6,36,53,1,0,6,0
Pear:6,36,53,1,0,7,0
Pear:6,35,53,0,0,7,0
Pear:3,39,53,0,-8,13,0
Pear:6,40,53,2,0,7,0
Pear:3,51,53,-2,2,12,0
Pear:8,60,53,2,4,10,0
Pear:3,39,53,-5,-11,18,13
Pear:8,45,53,-3,0,13,0
Pear:8,44,18,-3,-14,13,0
Pear:8,44,53,-3,0,13,0
Pear:3,37,17,-5,-11,19,17
Pear:8,46,53,0,80,16,0
Pear:6,38,18,-5,-14,15,17
Pear:8,39,17,-4,-11,18,17
Pear:6,38,53,-5,-11,18,17
Pear:0,44,53,0,80,17,67
Pear:8,39,18,-4,-11,17,16
Pear:8,39,53,-4,-11,18,20
Pear:0,44,53,1,80,18,67
Pear:8,39,53,-4,-14,18,67
Pear:0,44,53,0,80,18,67
Pear:8,41,53,-5,-16,18,20
Pear:0,45,53,0,80,18,67
Pear:3,45,53,2,80,19,67
Pear:6,39,53,-6,-12,18,13
Pear:0,44,53,0,80,17,67
Pear:6,39,18,-6,-12,18,20
Pear:0,44,53,0,80,17,67
Pear:6,48,53,-4,0,14,0
Pear:6,43,53,-7,-16,19,20
Pear:0,49,53,0,80,17,0
Pear:6,51,53,-4,0,14,0
Pear:6,53,53,-5,0,16,0
Pear:0,52,53,-2,80,17,67
Pear:6,49,53,-10,80,23,67
Pear:0,54,53,-1,0,18,0
Pear:6,54,53,-6,0,16,0
Pear:0,53,53,-3,80,20,67
Pear:6,55,53,-7,0,16,0
Pear:7,54,53,-4,80,20,67
Pear:6,55,71,-6,0,15,0
Pear:0,54,53,-3,80,19,67
Pear:6,55,53,-4,0,14,0
Pear:0,54,53,-2,80,18,67
Pear:6,48,53,-7,0,18,67
Pear:6,54,53,-4,0,13,0
Pear:0,52,53,-1,80,17,67
Pear:6,52,53,-2,0,12,0
Pear:0,51,53,1,80,15,67
Pear:6,50,53,-2,0,13,0
Pear:0,50,53,1,80,16,67
Pear:6,50,53,-2,0,13,0
Pear:0,50,53,1,80,15,67
Pear:6,51,53,-1,0,12,0
Pear:3,46,53,0,80,18,67
Pear:6,45,53,-4,0,16,0
Pear:3,45,53,-3,0,15,0
Pear:0,50,53,1,0,15,0
Pear:8,44,53,-3,0,16,0
Pear:6,42,18,-5,-16,18,20
Pear:6,44,53,-3,0,13,0
Pear:6,41,53,-5,-11,19,16
Pear:6,43,53,-5,-15,19,16
Pear:6,40,53,-4,-11,16,16
Pear:6,40,20,-4,-11,16,16
Pear:8,43,53,0,0,15,0
Pear:6,45,53,4,0,5,0
Pear:8,42,53,0,0,15,67
Pear:6,47,53,4,0,4,0
Pear:6,41,24,-2,0,15,0
Pear:6,42,53,2,0,5,0
Pear:6,46,53,0,0,12,0
Pear:6,43,53,2,0,6,0
Pear:6,45,53,0,0,12,0
Pear:6,43,53,2,0,6,0
Pear:6,46,53,0,0,11,0
Pear:6,43,53,2,0,6,0
Pear:6,43,53,-1,-11,13,0
Pear:6,43,53,1,0,6,0
Pear:6,43,53,-2,-11,15,20
Pear:6,43,53,1,0,6,0
Pear:6,42,53,-2,-10,15,0
Pear:6,42,53,1,0,7,0
Pear:6,40,53,-3,-13,15,20
Pear:6,42,53,2,0,6,0
Pear:6,40,53,-3,-10,16,20
Pear:6,42,53,2,0,6,0
Pear:6,40,53,-2,-10,15,0
Pear:6,43,53,2,0,7,0
Pear:6,40,53,-3,-10,15,0
Pear:6,43,53,2,0,5,0
Pear:6,41,53,-3,-11,15,0
Pear:6,44,53,2,0,6,0
Pear:6,41,53,-2,-13,15,0
Pear:6,43,53,2,0,6,0
Pear:6,41,53,-2,-10,14,0
Pear:6,44,53,2,0,5,0
Pear:6,40,53,-3,-11,16,20
Pear:6,44,53,1,0,7,0
Pear:6,40,53,-3,-13,16,20
Pear:6,44,53,2,0,6,0
Pear:6,41,53,-3,-11,16,20
Pear:6,44,53,1,0,7,0
Pear:6,40,53,-4,-13,16,20
Pear:6,43,53,1,0,6,0
Pear:6,40,53,-3,-11,16,20
Pear:6,44,53,1,0,7,0
Pear:6,39,53,1,0,9,0
Pear:6,42,53,-3,-11,15,0
Pear:6,42,53,-3,0,16,0
Pear:6,44,53,2,0,4,0
Pear:6,46,53,3,0,4,0
Pear:0,43,53,10,80,25,67
Pear:0,44,53,8,80,26,67
Pear:0,42,53,8,80,23,67
Pear:0,52,53,0,80,30,67
Pear:3,48,53,1,80,19,67
Pear:0,49,53,4,80,31,67
Pear:0,54,53,-5,80,33,67
Pear:6,51,53,-1,80,20,0
Pear:5,49,53,-3,80,23,67
Pear:6,51,53,0,0,15,0
Pear:3,52,53,-2,80,24,67
Pear:6,50,53,-1,0,18,0
Pear:3,51,53,-2,80,26,67
Pear:0,52,53,2,80,23,67
Pear:3,49,53,-6,80,24,67
Pear:3,49,53,-2,0,17,0
Pear:5,48,53,-1,0,15,67
Pear:5,53,53,-4,80,21,67
Pear:0,54,53,1,80,19,67
Pear:5,39,53,12,80,9,0
Pear:3,53,53,-2,80,19,67
Pear:5,42,53,8,0,11,0
Pear:3,59,53,-3,80,20,67
Pear:5,42,53,6,0,11,0
Pear:3,56,53,0,80,19,67
Pear:5,41,53,5,0,10,0
Pear:5,41,53,5,0,11,0
Pear:5,41,53,21,80,5,67
Pear:0,43,53,12,80,13,67
Pear:5,41,53,4,0,11,0
Pear:5,42,53,22,80,5,67
Pear:5,41,53,4,0,12,0
Pear:5,41,53,2,0,13,67
Pear:6,38,53,3,0,12,67
Pear:5,40,53,10,0,10,0
Pear:6,38,53,2,0,11,67
Pear:5,40,53,10,80,9,0
Pear:6,41,53,9,0,4,0
Pear:6,42,53,8,0,5,0
Pear:6,39,53,7,0,6,0
Pear:6,39,53,6,0,6,0
Pear:6,41,53,6,0,6,0
Pear:6,38,53,8,0,4,-6
Pear:6,39,53,6,0,6,0
Pear:6,38,53,8,0,6,0
Pear:6,38,53,10,0,5,0
Pear:6,39,53,6,0,10,0
Pear:6,48,53,-1,80,18,67
Pear:6,38,53,4,0,12,0
Pear:6,38,53,2,0,13,0
Pear:5,37,53,5,0,12,0
Pear:5,38,53,5,80,13,0
Pear:3,52,53,-3,80,22,67
Pear:5,39,53,3,80,15,0
Pear:3,54,53,-4,80,22,67
Pear:5,41,53,5,80,13,0
Pear:8,55,53,-3,80,21,67
Pear:5,41,53,4,80,13,0
Pear:8,56,53,-4,80,22,67
Pear:5,42,53,6,80,12,0
Pear:8,56,53,-3,80,20,67
Pear:3,56,53,-2,80,25,67
Pear:5,42,53,14,80,8,0
Pear:3,56,53,-5,80,22,67
Pear:0,55,53,3,80,19,67
Pear:3,53,53,-1,80,16,0
Pear:3,54,53,-3,80,17,0
Pear:6,56,53,-5,0,20,0
Pear:3,58,53,-8,80,29,67
Pear:0,56,53,1,80,22,67
Pear:6,54,53,-2,-22,18,0
Pear:0,55,53,0,80,20,67
Pear:6,55,53,-2,-19,18,0
Pear:0,57,53,-1,80,23,67
Pear:6,54,53,-2,-20,18,0
Pear:0,56,53,-1,80,22,67
Pear:0,54,53,-2,-19,19,0
Pear:0,54,53,-1,80,18,0
Pear:0,49,53,-1,80,19,0
Pear:0,47,53,0,80,18,67
Pear:3,48,53,-6,-19,23,67
Pear:0,48,53,1,80,22,67
Pear:8,46,53,-3,-18,20,67
Pear:8,44,53,-1,-18,18,67
Pear:8,45,53,-3,-15,18,0
Pear:8,43,53,-2,-15,17,0
Pear:5,41,38,-3,-15,18,26
Pear:8,44,53,0,80,18,0
Pear:8,42,53,-1,-15,15,25
Pear:8,44,53,-2,-15,18,0
Pear:8,46,53,-4,-19,22,25
Pear:5,43,53,3,80,16,67
Pear:8,45,53,-2,-20,21,67
Pear:8,46,53,-7,80,26,67
Pear:8,49,53,-7,80,26,67
Pear:0,49,53,0,80,24,67
Pear:0,49,53,-4,80,23,0
Pear:0,48,53,0,80,17,0
Pear:0,55,53,-6,80,26,67
Pear:0,52,53,0,80,20,67
Pear:5,59,53,-8,-23,25,30
Pear:0,54,53,2,80,21,67
Pear:5,60,53,-8,-23,25,33
Pear:0,58,53,0,80,23,67
Pear:5,61,53,-8,-25,25,33
Pear:0,55,53,3,80,23,67
Pear:3,61,53,-8,-25,26,33
Pear:3,62,53,-7,-24,26,33
Pear:3,63,74,-9,-25,27,33
Pear:3,64,74,-9,-25,27,33
Pear:3,60,74,-5,-25,23,33
Pear:3,66,74,-11,-26,28,33
Pear:3,65,74,-8,-23,26,33
Pear:3,63,74,-8,-26,26,33
Pear:3,62,53,-8,-25,27,67
Pear:3,59,53,-7,80,25,67
Pear:3,57,53,-7,80,23,67
Pear:5,40,53,10,80,11,0
Pear:3,59,53,-5,80,23,67
Pear:5,43,53,8,80,11,0
Pear:5,44,53,7,0,11,0
Pear:5,40,53,24,80,5,0
Pear:5,42,53,6,0,11,0
Pear:5,42,53,20,80,9,67
Pear:5,41,53,5,0,11,0
Pear:5,41,53,4,80,13,67
Pear:5,40,53,3,0,14,67
Pear:5,40,53,4,0,12,0
Pear:5,38,53,5,0,10,67
Pear:8,41,53,11,80,10,67
Pear:5,39,53,3,0,12,67
Pear:8,42,53,12,80,9,67
Pear:6,38,53,3,0,11,67
Pear:8,41,53,11,80,9,67
Pear:5,42,53,13,80,11,67
Pear:8,41,53,7,0,7,0
Pear:6,38,53,4,0,9,0
Pear:5,40,53,11,0,7,0
Pear:6,40,53,9,0,4,0
Pear:6,39,53,7,0,5,0
Pear:6,40,53,5,0,10,0
Pear:6,52,53,7,0,6,0
Pear:6,37,47,7,0,10,0
Pear:6,50,53,1,0,13,67
Pear:6,51,53,-1,80,16,67
Pear:6,50,53,0,80,16,0
Pear:6,48,53,0,80,17,0
Pear:6,46,53,0,80,16,0
Pear:3,47,53,0,80,18,0
Pear:6,44,53,-1,80,20,67
Pear:3,44,53,0,80,20,67
Pear:0,46,53,0,80,31,67
Pear:3,43,53,0,80,18,67
Pear:3,44,53,1,80,18,67
Pear:3,44,53,1,80,18,67
Pear:3,44,53,1,80,17,67
Pear:3,44,53,0,80,19,67
Pear:0,48,53,0,80,32,67
Pear:3,43,53,0,80,19,67
Pear:0,47,53,0,80,32,67
